AErathi Berserker	LEG:131
Protective Bubble	LRW:80
Protective Sphere	INV:26
Protector of the Crown	CN2:21
Proteus Machine	SCG:141
Proteus Staff	MRD:230
Protomatter Powder	ALA:53
Prototype Portal	SOM:195
Proud Mentor	BBD:20
Proud Wildbonder	IKO:229
Proven Combatant	HOU:42
Providence	EMN:37
Provoke	VMA:225
Prowess of the Fair	LRW:136
Prowler's Helm	THS:219
Prowling Caracal	RNA:17
Prowling Felidar	ZNR:34
Prowling Nightstalker	P02:23
Prowling Pangolin	ONS:163
Prowling Serpopard	AKH:180
Prying Blade	XLN:244
Prying Eyes	RNA:46
Prying Questions	EMN:101
Psionic Blast	TSB:30
Psionic Entity	LEG:67
Psionic Gift	ODY:95
Psionic Sliver	TSP:72
Psychatog	VMA:258
Psychic Allergy	DRK:33
Psychic Barrier	NPH:43
Psychic Battle	INV:68
Psychic Corrosion	M19:68
Psychic Drain	RAV:220
Psychic Intrusion	THS:200
Psychic Membrane	MRD:46
Psychic Miasma	SOM:76
Psychic Network	UGL:26
Psychic Overload	DST:28
Psychic Possession	DIS:30
Psychic Puppetry	CHK:80
Psychic Purge	MED:45
Psychic Rebuttal	ORI:67
Psychic Spear	BOK:78
Psychic Spiral	RTR:47
Psychic Strike	GTC:189
Psychic Surgery	NPH:44
Psychic Symbiont	M19:221
Psychic Theft	PCY:40
Psychic Trance	ONS:102
Psychic Transfer	S99:46
Psychic Venom	MED:46
Psychic Vortex	WTH:50
Psychogenic Probe	MRD:231
Psychosis Crawler	MBS:126
Psychotic Episode	TSP:126
Psychotic Fury	DIS:68
Psychotic Haze	TOR:76
Psychotrope Thallid	PLC:137
Pteramander	RNA:47
Pterodon Knight	XLN:28
Pteron Ghost	DST:10
Public Execution	M13:105
Puca's Mischief	SHM:47
Puffer Extract	MMQ:310
Pull Under	CHK:137
Pull from Eternity	TSP:35
Pull from Tomorrow	AKH:65
Pull from the Deep	JOU:47
Pulling Teeth	MOR:75
Pulmonic Sliver	TSP:36
Pulsating Illusion	ODY:96
Pulse Tracker	WWK:62
Pulse of Llanowar	INV:202
Pulse of Murasa	OGW:141
Pulse of the Dross	DST:50
Pulse of the Fields	DST:11
Pulse of the Forge	DST:66
Pulse of the Grid	DST:29
Pulse of the Tangle	DST:80
Pulsemage Advocate	JUD:19
Pulverize	MMQ:207
Puncture Blast	EVE:60
Puncture Bolt	SHM:102
Puncturing Blow	HOU:106
Puncturing Light	SOI:35
Punish Ignorance	ALA:183
Punish the Enemy	DGM:35
Punishing Fire	ZEN:142
Punishment	DIS:150
Punishment // Crime	DIS:150
Puppet Conjurer	ALA:82
Puppet Master	LEG:69
Puppet Strings	TMP:294
Puppet's Verdict	MMQ:208
Puppeteer	ODY:97
Puppeteer Clique	SHM:75
Pure	DIS:154
Pure // Simple	DIS:154
Pure Intentions	SOK:25
Pure Reflection	INV:27
Purelace	LEB:218
Puresight Merrow	SHM:146
Puresteel Paladin	NPH:20
Purgatory	MIR:335
Purge	DST:12
Purge the Profane	GTC:190
Purging Scythe	USG:308
Purify	ULG:19
Purify the Grave	ISD:27
Purity	LRW:37
Purphoros's Emissary	THS:136
Purphoros's Intervention	THB:151
Purphoros, Bronze-Blooded	THB:150
Purphoros, God of the Forge	THS:135
Purple-Crystal Crab	GS1:3
Purraj of Urborg	MIR:33
Pursue Glory	AKH:147
Pursued Whale	M21:60
Pursuit of Flight	RTR:102
Pursuit of Knowledge	STH:110
Pus Kami	BOK:79
Put Away	SHM:48
Putrefaction	MMQ:153
Putrefax	SOM:126
Putrefy	RAV:221
Putrid Cyclops	FUT:75
Putrid Goblin	MH1:101
Putrid Imp	VMA:135
Putrid Leech	DDM:51
Putrid Raptor	SCG:71
Putrid Warrior	APC:117
Pygmy Allosaurus	ICE:145
Pygmy Hippo	VIS:133
Pygmy Kavu	PLS:88
Pygmy Pyrosaur	ULG:87
Pygmy Razorback	PCY:120
Pygmy Troll	EXO:118
Pyknite	ICE:146
Pyramid of the Pantheon	AKH:235
Pyramids	ARN:81
Pyre Charger	SHM:103
Pyre Hound	SOI:174
Pyre Zombie	INV:261
Pyreheart Wolf	DKA:101
Pyretic Hunter	CN2:56
Pyretic Ritual	M11:153
Pyrewild Shaman	MM3:106
Pyric Salamander	MIR:187
Pyrite Spellbomb	MRD:232
Pyroblast	MED:107
Pyroceratops	IKO:130
Pyroclasm	POR:148
Pyroclast Consul	MOR:96
Pyroclastic Elemental	M20:296
Pyroclastic Hellion	ZNR:152
Pyroconvergence	RTR:103
Pyrohemia	PLC:119
Pyrokinesis	ME2:147
Pyromancer Ascension	ZEN:143
Pyromancer's Assault	OGW:115
Pyromancer's Gauntlet	M14:214
Pyromancer's Goggles	ORI:236
Pyromancer's Swath	MMA:125
Pyromancy	ULG:88
Pyromania	TOR:112
Pyromantic Pilgrim	DOM:278
Pyromatics	GPT:72
Pyrophobia	MH1:141
Pyrostatic Pillar	SCG:100
Pyrotechnics	LEG:158
Pyrrhic Revival	EVE:93
Python	VIS:18
Pyxis of Pandemonium	THS:220
Qal Sisma Behemoth	DTK:149
Qarsi Deceiver	DTK:71
Qarsi High Priest	FRF:80
Qarsi Sadist	DTK:113
Qasali Ambusher	ALA:184
Qasali Pridemage	FNMP:124
Qasali Slingers	C17:33
Qilin's Blessing	GS1:14
Quag Sickness	M14:110
Quag Vampires	WWK:63
Quagmire	LEG:29
Quagmire Druid	C13:90
Quagmire Lamprey	MMQ:154
Quagnoth	FUT:150
Quakefoot Cyclops	MH1:142
Quarantine Field	PPRE:286
Quarry Beetle	HOU:127
Quarry Colossus	JOU:22
Quarry Hauler	AKH:181
Quartzwood Crasher	IKO:341
Quarum Trench Gnomes	LEG:159
Quash	UDS:42
Quasiduplicate	GRN:51
Queen Marchesa	CN2:78
Queen of Ice	ELD:61
Queen's Agent	XLN:114
Queen's Bay Soldier	XLN:115
Queen's Commission	XLN:29
Quench	RNA:48
Quenchable Fire	CON:70
Quest for Ancient Secrets	ZEN:59
Quest for Pure Flame	ZEN:144
Quest for Renewal	WWK:110
Quest for Ula's Temple	WWK:35
Quest for the Gemblades	ZEN:177
Quest for the Goblin Lord	WWK:86
Quest for the Gravelord	ZEN:108
Quest for the Holy Relic	ZEN:33
Quest for the Nihil Stone	WWK:64
Questing Beast	ELD:372
Questing Phelddagrif	PPRE:13
Quick Sliver	LGN:136
Quickchange	RAV:62
Quicken	M14:68
Quickening Licid	TMP:248
Quickling	M15:76
Quicksand	WWK:140
Quicksilver Amulet	ULG:130
Quicksilver Behemoth	DST:30
Quicksilver Dagger	DDJ:26
Quicksilver Dragon	ONS:103
Quicksilver Elemental	MRD:47
Quicksilver Fountain	MRD:233
Quicksilver Gargantuan	SOM:39
Quicksilver Geyser	MBS:30
Quicksilver Wall	PCY:41
Quicksmith Genius	KLD:125
Quicksmith Rebel	MLP:38
Quicksmith Spy	AER:41
Quiet Contemplation	KTK:50
Quiet Disrepair	PCA:75
Quiet Purity	CHK:39
Quiet Speculation	JUD:49
Quietus SPike	PCA:112
Quietus Spike	PC2:112
Quill-Slinger Boggart	LRW:137
Quilled Slagwurm	MBS:89
Quilled Sliver	TSP:37
Quilled Wolf	SOI:222
Quillmane Baku	BOK:48
Quillspike	EVE:126
Quirion Druid	VIS:66
Quirion Dryad	PLS:89
Quirion Elves	MIR:132
Quirion Explorer	PLS:90
Quirion Ranger	VIS:67
Quirion Sentinel	INV:204
Quirion Trailblazer	INV:205
Qumulox	MM2:54
Rabble-Rouser	GPT:73
Rabid Bite	ZNR:199
Rabid Bloodsucker	ORI:113
Rabid Elephant	ODY:263
Rabid Rats	STH:17
Rabid Wolverines	EXO:119
Rabid Wombat	MED:126
Racecourse Fury	RTR:104
Rack and Ruin	ULG:89
Rackling	NEM:136
Radha, Heart of Keld	M21:380
Radha, Heir to Keld	PLC:162
Radiant Destiny	RIX:18
Radiant Essence	MIR:336
Radiant Flames	PPRE:287
Radiant Fountain	M21:248
Radiant Kavu	PLS:120
Radiant Purge	DTK:31
Radiant's Dragoons	ULG:21
Radiant's Judgment	VMA:41
Radiant, Archangel	VMA:40
Radiate	TOR:113
Radiating Lightning	M19:313
Radical Idea	GRN:52
Radjan Spirit	ME4:162
Raff Capashen, Ship's Mage	DOM:202
Rafiq of the Many	V11:10
Rafter Demon	RNA:196
Rag Dealer	CHK:138
Rag Man	DRK:13
Ragamuffyn	DIS:51
Rage Extractor	NPH:91
Rage Forger	MOR:97
Rage Nimbus	ROE:160
Rage Reflection	SHM:104
Rage Thrower	ISD:157
Rage Weaver	INV:159
Rage of Purphoros	THS:137
Rage of Winter	ELD:61
Rage-Scarred Berserker	THB:113
Rageblood Shaman	THS:138
Ragefire	RNA:270
Rageform	FRF:112
Ragemonger	BNG:153
Ragged Veins	CHK:139
Raging Bull	LEG:160
Raging Cougar	POR:149
Raging Goblin	S99:114
Raging Gorilla	VIS:90
Raging Kavu	PPRE:12
Raging Kronch	WAR:141
Raging Minotaur	POR:152
Raging Poltergeist	AVR:150
Raging Ravine	WWK:141
Raging Redcap	ELD:134
Raging Regisaur	RIX:168
Raging River	LEB:170
Raging Spirit	MIR:188
Raging Swordtooth	XLN:226
Ragnar	ME3:167
Rags	AKH:222
Rags // Riches	AKH:222
Raid Bombardment	ROE:161
Raiders' Spoils	KTK:83
Raiders' Wake	XLN:116
Raiding Nightstalker	P02:24
Raiding Party	FEM:132
Rain of Blades	SCG:20
Rain of Daggers	P02:25
Rain of Embers	RAV:138
Rain of Filth	USG:151
Rain of Gore	DIS:126
Rain of Revelation	MH1:65
Rain of Rust	5DN:76
Rain of Salt	USG:206
Rain of Tears	TMP:43
Rain of Thorns	C17:156
Rainbow Crow	INV:69
Rainbow Efreet	VIS:41
Rainbow Vale	MED:179
Raise Dead	W17:18
Raise the Alarm	MRD:16
Raised by Wolves	BNG:135
Raka Disciple	APC:66
Raka Sanctuary	APC:67
Rakalite	ME4:223
Rakavolver	APC:68
Rakdos Augermage	DIS:127
Rakdos Cackler	RTR:220
Rakdos Carnarium	MM2:247
Rakdos Charm	RTR:184
Rakdos Cluestone	DGM:143
Rakdos Drake	DGM:28
Rakdos Firewheeler	RNA:197
Rakdos Guildgate	RTR:244
Rakdos Guildmage	DIS:145
Rakdos Ickspitter	DIS:128
Rakdos Keyrune	RTR:232
Rakdos Locket	RNA:237
Rakdos Pit Dragon	JVC:44
Rakdos Ragemutt	RTR:185
Rakdos Ringleader	RTR:186
Rakdos Riteknife	DIS:164
Rakdos Roustabout	RNA:198
Rakdos Shred-Freak	RTR:221
Rakdos Signet	MM3:225
Rakdos Trumpeter	RNA:84
Rakdos the Defiler	DIS:129
Rakdos's Return	RTR:188
Rakdos, Lord of Riots	RTR:187
Rakdos, the Showstopper	RNA:199
Rakeclaw Gargantuan	C13:205
Raking Canopy	SHM:127
Raking Claws	IKO:131
Rakish Heir	ISD:158
Rakka Mar	CON:71
Raksha Golden Cub	C17:69
Rakshasa Deathdealer	KTK:192
Rakshasa Gravecaller	DTK:114
Rakshasa Vizier	PPRE:114
Rakshasa's Disdain	FRF:45
Rakshasa's Secret	KTK:84
Ral Zarek	DGM:94
Ral's Dispersal	GRN:266
Ral's Outburst	WAR:212
Ral's Staticaster	GRN:268
Ral, Caller of Storms	GRN:265
Ral, Izzet Viceroy	GRN:195
Ral, Storm Conduit	WAR:211
Rally	ICE:272
Rally for the Throne	ELD:25
Rally of Wings	WAR:27
Rally the Ancestors	PPRE:143
Rally the Forces	MBS:73
Rally the Horde	SOK:110
Rally the Peasants	ISD:28
Rally the Righteous	RAV:222
Rally the Troops	PTK:16
Rally to Battle	RNA:18
Rallying Roar	XLN:30
Ram Through	IKO:170
Rambunctious Mutt	M21:30
Ramirez DePietro	ME3:168
Ramos, Dragon Engine	C17:55
Ramosian Captain	MMQ:35
Ramosian Commander	MMQ:36
Ramosian Lieutenant	MMQ:37
Ramosian Rally	MMQ:38
Ramosian Revivalist	FUT:30
Ramosian Sergeant	MMQ:39
Ramosian Sky Marshal	MMQ:40
Rampage of the Clans	RNA:134
Rampaging Baloths	ZEN:178
Rampaging Brontodon	JMP:423
Rampaging Cyclops	DOM:139
Rampaging Ferocidon	XLN:154
Rampaging Hippo	HOU:128
Rampaging Monument	GRN:239
Rampaging Rendhorn	RNA:135
Rampaging Werewolf	ISD:165
Rampaging Werewolf // Tormented Pariah	ISD:165
Rampant Elephant	INV:28
Rampant Growth	TPR:187
Rampart Crawler	MMQ:156
Rampart Smasher	ELD:213
Ramroller	ORI:237
Ramses Overdark	ME3:169
Ramunap Excavator	MLP:40
Ramunap Hydra	HOU:130
Ramunap Ruins	HOU:181
Rancid Earth	TOR:78
Rancid Rats	SOI:130
Rancor	ULG:110
Range Trooper	SWS:613
Ranger en-Vec	TMP:343
Ranger of Eos	MM3:19
Ranger's Guile	M21:199
Ranger's Path	M13:186
Ranger-Captain of Eos	MH1:21
Ranging Raptors	XLN:201
Rank Officer	MH1:102
Rank and File	ULG:65
Rankle, Master of Pranks	ELD:356
Ransack	STH:39
Ransack the Lab	MH1:103
Rapacious Dragon	M20:153
Rapacious One	ROE:162
Rapid Decay	UDS:67
Rapid Fire	LEG:201
Rapid Hybridization	GTC:44
Rappelling Scouts	MMQ:41
Raptor Companion	XLN:31
Raptor Hatchling	XLN:155
Rashida Scalebane	MIR:239
Rashka the Slayer	HML:115
Rashmi, Eternities Crafter	KLD:184
Rasputin Dreamweaver	ME3:170
Rat Colony	DOM:101
Ratcatcher	DIS:52
Ratchet Bomb	SOM:196
Rath's Edge	NEM:142
Rathi Assassin	PPRE:10
Rathi Dragon	TPR:150
Rathi Fiend	NEM:68
Rathi Intimidator	NEM:69
Rathi Trapper	PLC:90
Rathtar	SWS:409
Rats of Rath	TPR:111
Rats' Feast	JUD:71
Rattleblaze Scarecrow	SHM:259
Rattlechains	SOI:81
Rattleclaw Mystic	PPRE:115
Raugrin Crystal	IKO:238
Raugrin Triome	IKO:311
Ravaged Highlands	ODY:324
Ravager Wurm	RNA:200
Ravager of the Fells	DKA:140
Ravager of the Fells // Huntmaster of the Fells	DKA:140
Ravager's Mace	ZNR:235
Ravages of War	PTK:17
Ravaging Blaze	ORI:159
Ravaging Horde	PTK:118
Ravaging Riftwurm	FUT:135
Raven Familiar	ULG:39
Raven Guild Initiate	SCG:46
Raven Guild Master	SCG:47
Raven's Crime	MMA:95
Raven's Run Dragoon	SHM:235
Ravenous Baboons	EXO:97
Ravenous Baloth	ONS:278
Ravenous Bloodseeker	SOI:175
Ravenous Chupacabra	RIX:82
Ravenous Daggertooth	XLN:202
Ravenous Demon	PPRE:52
Ravenous Demon // Archdemon of Greed	PPRE:52
Ravenous Giant	MH1:143
Ravenous Harpy	M19:115
Ravenous Intruder	AER:94
Ravenous Leucrocota	JOU:136
Ravenous Rats	UDS:68
Ravenous Skirge	USG:152
Ravenous Trap	ZEN:109
Ravenous Vampire	MIR:34
Raving Dead	C14:29
Raving Oni-Slave	SOK:86
Ravnica at War	WAR:28
Ravos, Soultender	C16:39
Ray of Command	MIR:86
Ray of Dissolution	THS:27
Ray of Distortion	ODY:42
Ray of Erasure	ICE:93
Ray of Revelation	JUD:20
Rayne, Academy Chancellor	UDS:43
Razaketh's Rite	HOU:74
Razaketh, the Foulblooded	HOU:73
Raze	USG:207
Razia's Purification	RAV:224
Razia, Boros Archangel	RAV:223
Razing Snidd	PLS:121
Razor Barrier	MRD:17
Razor Boomerang	WWK:129
Razor Golem	DST:137
Razor Hippogriff	SOM:17
Razor Pendulum	MIR:282
Razor Swine	NPH:92
Razorclaw Bear	P02:82
Razorfield Rhino	MBS:127
Razorfield Thresher	SOM:197
Razorfin Abolisher	EVE:28
Razorfin Hunter	APC:119
Razorfoot Griffin	M15:27
Razorgrass Screen	5DN:145
Razorjaw Oni	SOK:87
Razormane Masticore	DDF:56
Razortip Whip	GTC:235
Razortooth Rats	WTH:20
Razorverge Thicket	SOM:228
Reach Through Mists	MMA:61
Reach of Branches	MOR:132
Reach of Shadows	FRF:81
Read the Bones	THS:101
Read the Runes	ONS:104
Read the Tides	M21:62
Ready	DGM:132
Ready // Willing	DGM:132
Reality	APC:129
Reality // Illusion	APC:129
Reality Acid	PLC:45
Reality Anchor	TPR:188
Reality Hemorrhage	OGW:100
Reality Ripple	MIR:87
Reality Shift	UGIN:46
Reality Smasher	OGW:7
Reality Spasm	ROE:81
Reality Strobe	FUT:43
Reality Twist	ICE:94
Realm Razer	ALA:187
Realm Seekers	VMA:226
Realm-Cloaked Giant	ELD:277
Realms Uncharted	ROE:206
Realmwright	GTC:45
Reanimate	VMA:136
Reap	TMP:141
Reap Intellect	DGM:95
Reap What Is Sown	BNG:154
Reap and Sow	DST:81
Reap the Past	MH1:211
Reap the Seagraf	DKA:72
Reaper King	SHM:260
Reaper from the Abyss	ISD:112
Reaper of Flight Moonsilver	SOI:36
Reaper of Night	ELD:289
Reaper of Sheoldred	NPH:72
Reaper of the Wilds	THS:201
Reaping the Graves	SCG:72
Reaping the Rewards	EXO:16
Reason // Believe	HOU:154
Reassembling Skeleton	MM2:92
Reave Soul	ORI:115
Reaver Ambush	RIX:83
Reaver Drone	OGW:76
Rebel Informer	PCY:75
Rebellion of the Flamekin	LRW:188
Rebirth	LEG:114
Reborn Hero	TOR:14
Reborn Hope	ARB:76
Rebound	STH:40
Rebuff the Wicked	PLC:12
Rebuild	ULG:40
Rebuke	ISD:29
Rebuking Ceremony	DST:82
Recall	ME3:46
Recantation	USG:91
Reciprocate	MPRP:9
Reckless Abandon	UDS:94
Reckless Air Strike	M20:154
Reckless Assault	INV:263
Reckless Brute	M13:144
Reckless Bushwhacker	OGW:116
Reckless Charge	VMA:181
Reckless Cohort	BFZ:152
Reckless Embermage	MIR:189
Reckless Fireweaver 	KLD:126
Reckless Imp	DTK:115
Reckless Ogre	EXO:98
Reckless One	ONS:222
Reckless Pangolin	GS1:26
Reckless Racer	AER:95
Reckless Rage	RIX:110
Reckless Reveler	BNG:106
Reckless Scholar	ZEN:60
Reckless Spite	TMP:46
Reckless Waif	ISD:159
Reckless Waif // Merciless Predator	ISD:159
Reckless Wurm	PLC:120
Reclaim	ORI:195
Reclaim the Wastes	ZNR:200
Reclaiming Vines	BFZ:185
Reclamation	ICE:378
Reclamation Sage	MGDC:39
Reclusive Artificer	ORI:216
Reclusive Wight	USG:153
Recoil	INV:264
Recollect	RAV:178
Reconnaissance	EXO:17
Reconnaissance Mission	IKO:65
Reconstruction	ME4:59
Recoup	ODY:216
Recover	RIX:84
Recross the Paths	MOR:133
Recruit the Worthy	MH1:22
Recruiter of the Guard	CN2:22
Recumbent Bliss	EVE:13
Recuperate	SCG:21
Recurring Insight	ROE:82
Recurring Nightmare	VMA:137
Recycle	TPR:189
Red Cliffs Armada	PTK:51
Red Elemental Blast	ME4:131
Red Mana Battery	LEG:236
Red Scarab	ICE:273
Red Sun's Zenith	MBS:74
Red Ward	LEB:219
Redcap Melee	ELD:135
Redcap Raiders	ELD:136
Redeem	USG:33
Redeem the Lost	MOR:21
Redirect	M13:64
Reduce	AKH:216
Reduce // Rubble	AKH:216
Reduce in Stature	DTK:72
Reduce to Ashes	SOI:176
Reduce to Dreams	BOK:49
Redwood Treefolk	WTH:80
Reef Pirates	HML:46
Reef Shaman	APC:29
Reef Worm	C14:16
Reflect Damage	MIR:337
Reflecting Mirror	DRK:103
Reflecting Pool	TMP:328
Reflector Mage	OGW:157
Reflex Sliver	PLC:138
Reflexes	USG:208
Refocus	FRF:47
Reforge the Soul	C16:132
Refraction Trap	WWK:17
Refresh	ODY:264
Refreshing Rain	NEM:110
Refurbish	KLD:25
Refuse // Cooperate	HOU:156
Regal Behemoth	CN2:69
Regal Bloodlord	M19:222
Regal Caracal	AKH:24
Regal Force	EVE:74
Regal Leosaur	IKO:305
Regal Unicorn	POR:184
Regathan Firecat	M14:150
Regenerate	M10:202
Regeneration	MIR:134
Regenesis	RNA:136
Regicide	CN2:45
Regisaur Alpha	XLN:227
Regna's Sanction	BBD:30
Regna, the Redeemer	BBD:3
Regress	ROE:83
Regrowth	VMA:227
Reign of Chaos	MIR:190
Reign of Terror	MIR:35
Reign of the Pit	VMA:138
Reincarnation	ME3:130
Reinforced Bulwark	ROE:223
Reinforcements	ME2:28
Reins of Power	STH:41
Reins of the Vinesteed	MOR:134
Reiterate	TSP:175
Reito Lantern	CNS:202
Reiver Demon	MRD:75
Rejuvenate	USG:271
Rejuvenating Springs	CMR:354
Rejuvenation Chamber	NEM:137
Reki, the History of Kamigawa	SOK:142
Rekindled Flame	EVE:61
Rekindling Phoenix	RIX:111
Reknit	SHM:236
Relearn	WTH:51
Release	DGM:125
Release // Catch	DGM:125
Release the Ants	MOR:98
Release the Dogs	JMP:4
Release the Gremlins	AER:96
Release to the Wind	RIX:46
Relentless Advance	WAR:64
Relentless Assault	VIS:91
Relentless Dead	SOI:131
Relentless Hunter	OGW:158
Relentless Pursuit	THB:195
Relentless Raptor	RIX:169
Relentless Rats	M11:113
Relentless Skaabs	DKA:45
Relic Amulet	ZNR:247
Relic Axe	ZNR:248
Relic Bane	MRD:76
Relic Barrier	LEG:237
Relic Bind	LEG:71
Relic Crush	ZEN:179
Relic Golem	ZNR:249
Relic Putrescence	SOM:77
Relic Robber	ZNR:153
Relic Runner	DOM:62
Relic Seeker	PPRE:230
Relic Vial	ZNR:250
Relic Ward	VIS:10
Relic of Progenitus	MMA:213
Relief Captain	OGW:32
Reliquary Monk	UDS:14
Reliquary Tower	M19:254
Remand	RAV:63
Remedy	VIS:117
Remember the Fallen	NPH:21
Remembrance	USG:34
Reminisce	ONS:105
Remorseful Cleric	M19:33
Remorseless Punishment	OGW:89
Remote Farm	MMQ:323
Remote Isle	USG:324
Remove	P02:43
Remove Enchantments	LEG:202
Remove Soul	S99:49
Renata, Called to the Hunt	THB:196
Rend Flesh	CHK:140
Rend Spirit	CHK:141
Rendclaw Trow	EVE:127
Render Silent	MBP:66
Rending Vines	SOK:143
Rending Volley	DTK:150
Renegade Demon	DDR:59
Renegade Doppelganger	ROE:84
Renegade Firebrand	KLD:268
Renegade Freighter	KLD:230
Renegade Krasis	DGM:47
Renegade Map	AER:173
Renegade Rallier	FNMP:208
Renegade Tactics	KLD:127
Renegade Troops	PTK:120
Renegade Warlord	TPR:151
Renegade Wheelsmith	AER:134
Renegade's Getaway	AER:69
Renewal	HML:66
Renewed Faith	VMA:42
Renewing Dawn	POR:185
Renewing Touch	S99:140
Renounce	MMQ:42
Renounce the Guilds	DGM:5
Renowned Weaponsmith	M20:72
Renowned Weaver	JOU:137
Reparations	MIR:338
Repay in Kind	ROE:125
Repeal	MM2:56
Repeated Reverberation	M20:156
Repeating Barrage	XLN:156
Repel	VMA:89
Repel Intruders	SHM:147
Repel the Abominable	EMN:38
Repel the Darkness	ROE:42
Repentance	TPR:25
Repentant Blacksmith	CHR:67
Repentant Vampire	ODY:157
Repercussion	UDS:95
Replenish	UDS:15
Replicate	RNA:227
Repopulate	ULG:111
Reprisal	ME2:29
Reprobation	MH1:23
Reprocess	USG:154
Reptilian Reflection	IKO:132
Repudiate	RNA:227
Repulse	JVC:25
Requiem Angel	DKA:18
Reroute	RAV:139
Rescind	VMA:90
Rescue	UDS:44
Rescue from the Underworld	THS:102
Rescuer Sphinx	WAR:65
Research	DIS:155
Research // Development	DIS:155
Research Assistant	M15:77
Research the Deep	MOR:46
Reservoir Walker	AER:174
Reset	ME3:48
Reshape	DST:31
Resilient Khenra	HOU:131
Resilient Wanderer	ODY:43
Resistance	SWS:310
Resistance Bomber	SWS:515
Resistance Fighter	VIS:118
Resize	CSP:117
Resolute Archangel	PPRE:83
Resolute Blademaster	BFZ:218
Resolute Rider	ELD:214
Resolute Strike	ZNR:35
Resolute Survivors	HOU:142
Resolute Watchdog	RNA:19
Resounding Roar	ALA:144
Resounding Scream	ALA:83
Resounding Silence	ALA:22
Resounding Thunder	ALA:110
Resounding Wave	ALA:54
Resourceful Return	AER:70
Respite	TMP:143
Resplendent Angel	M19:34
Resplendent Griffin	RIX:170
Resplendent Mentor	SHM:19
Response	GRN:229
Rest for the Weary	WWK:18
Rest in Peace	RTR:18
Restless Apparition	MM2:196
Restless Bones	GPT:58
Restless Dead	MIR:36
Restless Dreams	TOR:79
Restock	M15:195
Restoration Angel	MM3:20
Restoration Gearsmith	KLD:185
Restoration Specialist	AER:21
Restore	CMA:141
Restore Balance	TSP:38
Restore the Peace	DGM:97
Restrain	INV:30
Resupply	DTK:32
Resurgence	GRN:229
Resurrection	TSB:12
Resuscitate	EXO:121
Retaliate	5DN:13
Retaliation	USG:272
Retaliator Griffin	MBP:24
Retether	PLC:13
Rethink	PCY:42
Retraced Image	TOR:46
Retract	DST:32
Retraction Helix	BNG:49
Retreat to Coralhelm	BFZ:82
Retreat to Emeria	BFZ:44
Retreat to Hagra	BFZ:121
Retreat to Kazandu	E01:72
Retreat to Valakut	BFZ:153
Retribution	ME2:148
Retribution of the Ancients	KTK:85
Retribution of the Meek	VIS:119
Retributive Wand	M20:236
Retromancer	USG:209
Return	AKH:212
Return // Never	AKH:212
Return from Extinction	MH1:104
Return of the Nightstalkers	P02:28
Return of the Wildspeaker	ELD:373
Return to Battle	PTK:81
Return to Dust	TSP:39
Return to Nature	WAR:175
Return to the Earth	FRF:135
Return to the Ranks	M15:29
Returned Centaur	THS:103
Returned Phalanx	THS:104
Returned Reveler	JOU:79
Revealing Wind	DTK:197
Reveillark	MOR:22
Reveille Squad	PCY:18
Reveka, Wizard Savant	ME3:49
Revel in Riches	XLN:117
Revel of the Fallen God	JOU:155
Revelation	LEG:116
Revelsong Horn	SHM:261
Revenant	TPR:114
Revenant Patriarch	GPT:59
Revenge	RNA:228
Revenge of Ravens	ELD:104
Revenge of the Hunted	AVR:191
Reverberate	M13:145
Reverberation	LEG:74
Revered Dead	PLC:29
Revered Elder	MMQ:43
Revered Unicorn	WTH:139
Reverence	SOK:26
Reverent Hoplite	THB:33
Reverent Hunter	THS:173
Reverent Mantra	MMQ:44
Reverent Silence	NEM:111
Reversal of Fortune	5DN:77
Reverse Damage	LEB:221
Reverse Engineer	FNMP:206
Reverse Polarity	ATQ:100
Reverse the Sands	CHK:41
Revitalize	M21:31
Revival	RNA:228
Revive	MMQ:262
Revive the Fallen	MOR:76
Reviving Dose	INV:31
Reviving Melody	JOU:138
Reviving Vapors	VMA:259
Revoke Existence	THB:34
Revoke Privileges	KLD:26
Revolutionary Rebuff	KLD:61
Reward the Faithful	SCG:22
Rewards of Diversity	INV:32
Reweave	CHK:82
Rewind	USG:93
Rey	SWS:410
Reya Dawnbringer	MGDC:1
Reyhan, Last of the Abzan	C16:40
Rhet-Crop Spearmaster	AKH:26
Rhizome Lurcher	GRN:196
Rhonas the Indomitable	AKH:182
Rhonas's Last Stand	HOU:132
Rhonas's Monument	AKH:236
Rhonas's Stalwart	HOU:133
Rhox	NEM:112
Rhox Bodyguard	CON:122
Rhox Brute	BBD:227
Rhox Charger	ALA:145
Rhox Faithmender	M13:29
Rhox Maulers	ORI:196
Rhox Meditant	CON:16
Rhox Oracle	M19:198
Rhox Pikemaster	M10:26
Rhox Veteran	MH1:24
Rhox War Monk	MM3:180
Rhys the Exiled	MOR:135
Rhys the Redeemed	SHM:237
Rhystic Cave	PCY:142
Rhystic Circle	PCY:19
Rhystic Deluge	PCY:43
Rhystic Lightning	PCY:99
Rhystic Scrying	PCY:44
Rhystic Shield	PCY:20
Rhystic Study	PCY:45
Rhystic Syphon	PCY:76
Rhystic Tutor	PCY:77
Rhythm of the Wild	RNA:201
Rhythmic Water Vortex	GS1:18
Rib Cage Spider	PCY:121
Ribbon Snake	PCY:46
Ribbons	AKH:223
Ribbons // Cut	AKH:223
Ribbons of Night	RAV:101
